opentime,name,gettime,price,address,alltime,where,sellor
,海信绍兴路66号,,均价 0元/平,绍兴路66号,70年,市北,青岛海信房地产股份有限公司
2016年03月27日,金科星辰,2017年07月30日,均价 0元/平,瑞昌路141号,40年,市北,青岛誉华金科房地产开发有限公司
2015年08月14日,鑫江水青花园,2015年12月30日,均价 0元/平,王沙路60号,70年,城阳,青岛鑫江置业集团有限公司
2016年12月20日,银丰故里,预计2017年12月,均价 0元/平,辽宁路73号,70年,市北,青岛银丰崇德置地有限公司
2015年01月03日,西韩新苑二期,,均价 0元/平,劲松七路86号,50年,崂山,青岛市崂山区中韩房地产开发中心
2015年05月16日,月亮湾,2014年05月31日,均价 0元/平,灵港路299号,70年、50年,黄岛,青岛西海岸投资开发有限公司
2013年10月11日,泰发槟城,2015年11月30日,均价 0元/平,北京路185号,70年,黄岛,青岛泰发置业有限公司
2014年01月20日,海富海,,均价 0元/平,青云山路222号（青云山路与漓江西路交汇处）,50年,黄岛,青岛海富源房地产开发有限公司
2012年05月31日,泰晤士河,2013年07月01日,均价 278万/套,银河路577号,70年,城阳,青岛鹏飞房地产开发有限公司
2016年09月24日,海信都市果岭,,均价 0元/平,松岭路129号,70年,崂山,青岛宏程都市果岭房地产开发有限公司
2015年04月06日,远东海岸华府,,均价 0元/平,沔阳路1号,70年,李沧,青岛远东房地产开发有限公司
2015年07月26日,金玉良缘,2016年06月30日,均价 22000元/平,鞍山路112号,70年,市北,青岛华新园置业有限公司
2016年05月22日,中海蓝庭,2017年12月31日,均价 0元/平,海岸路22号乙,70年、40年,市北,中海地产(青岛)投资开发有限公司
2014年08月08日,新都心苑,,均价 0元/平,重庆南路249号,70年,市北,青岛博雅华府置业有限公司
2016年07月17日,中城嘉汇,,均价 0元/平,青田路19号,70年,市南,青岛商业网点集团有限公司
2015年07月24日,逸景公馆,,均价 0元/平,大崂路666号,70年,李沧,青岛日昇源置业有限公司
,唐岛ONE,,均价 0元/平,江山南路168号,70年,黄岛,青岛嘉泰投资有限公司
2013年05月31日,唐岛海岸,2015年06月30日,均价 8500元/平,漓江西路122号,50年,黄岛,青岛海德宁置业有限公司
2016年12月18日,和达璟城,2017年12月31日,均价 0元/平,宾川路88号,70年,李沧,青岛和达置业有限公司
2015年07月20日,青实樱花郡,,均价 0元/平,同安路57号,70年,市北,青岛房地产实业集团有限公司
2013年04月17日,中铁华胥美邦,,均价 0元/平,湘潭路9号,70年,城阳,青岛中铁祥丰置业有限公司
2014年12月15日,正商蓝海港湾,2015年10月31日,均价 0元/平,双元路20-3号,70年,城阳,青岛正商置业有限公司
2014年11月25日,恩马双城汇,2014年11月03日,均价 0元/平,长江东路206号,50年,黄岛,青岛恩马房地产开发有限公司
,金日正阳公馆,,均价 9300元/平,和阳路156号,70年,城阳,青岛金日阳光置业有限公司
,中泰信上景,,均价 16000元/平,金华路33号,70年,市北,青岛中泰信实业有限公司
预计2014年08月,三盛国际海岸,预计2015年12月,均价 1200万/套,岭海西路36号,70年,即墨,青岛海上置业有限公司
2016年05月26日,磊鑫伊顿阳光,2016年05月31日,均价 0元/平,王沙路66号,70年,城阳,青岛双鑫房地产有限公司
2015年12月10日,正商红枫谷,,均价 0元/平,南昌路48号,70年,市北,青岛郁士房地产开发有限公司
2015年07月24日,万科春阳花园,2017年06月30日,均价 0元/平,春阳路111号,70年,城阳,青岛万科房地产开发建设有限公司
2013年09月04日,常青藤,,均价 0元/平,顺昌路21号,70年,市北,青岛顺华园置业有限公司
2014年12月13日,保利茉莉公馆,,均价 0元/平,九水东路130号,70年,李沧,青岛广瑞置业有限公司
2016年07月16日,鲁润静园,2017年12月31日,均价 0元/平,徐州路75号甲,70年,市南,青岛鲁润置业有限公司
2015年06月30日,光大梦之都,,均价 6900元/平,珠山路黄岛客运总站原址（珠山路和铁橛山路交汇处）,70年,黄岛,青岛光大集团有限公司
2015年05月25日,绿岛印象欣苑,2015年12月31日,均价 0元/平,太行山一支路6号,70年,黄岛,青岛沃航实业有限公司
2017年07月08日,我家阳光1号,,均价 6400元/平,大珠山中路1889号,70年,黄岛,青岛我家地产有限公司
2014年05月01日,晶岳广场,预计2015年06月,均价 8500元/平,岙东中路80号,40年,城阳,暂无信息
2014年06月21日,华骏首府,2014年12月31日,均价 5100元/平,泉府路38号,70年,即墨,暂无信息
"2016年05月08日,2015年11月11日",市南金茂湾一期,2017年04月30日,均价 0元/平,四川路25号,70年,市南,青岛蓝海新港城置业有限公司
2016年04月06日,书香佳苑,预计2017年06月,均价 8600元/平,青威路与共和路交汇处,70年,即墨,山东海来福置业有限公司
2016年06月21日,秀兰禧悦都,2017年12月31日,均价 0元/平,瑞安路20号,70年,市北,河北秀兰地产集团有限公司
"2016年12月27日,2016年09月24日",康储文播世家,"2017年12月30日,2017年12月30日",均价 0元/平,吴石路16号,70年,市北,青岛康储实业有限公司
2017年03月22日,新兴·中心城,2018年06月30日,均价 77000元/平,鹤山路与莲花山路交界处,70年,即墨,青岛新兴基业房地产开发有限公司 
2017年05月19日,剑桥小镇,,均价 9000元/平,墨香路717号,70年,黄岛,暂无信息
2015年06月07日,中锦大厦,预计2017年05月,均价 20000元/平,徐州路166-178号,40年,市北,暂无信息
"2017年07月27日,2017年07月27日",越秀君悦府,,均价 8800元/平,月牙河路与圣元路交汇处,70年,黄岛,青岛宏秀房地产开发有限公司
2017年08月19日,佳兆业水岸新都,2018年12月31日,均价 0万/套,王沙路358号,70年,城阳,佳兆业新都置业（青岛）有限公司
2017年09月21日,龙湖锦璘原著,2019年12月31日,均价 0元/平,王沙路36号,70年,城阳,青岛龙昊置业有限公司
2012年10月08日,青建太阳岛,,均价 0元/平,"哈尔滨路52号,台柳路153号",70年,市北,青建房地产开发有限公司
2015年03月28日,金色环海,2014年05月31日,均价 0元/平,漳江路227号,50年,黄岛,青岛环海房地产发展有限公司
预计2011年10月,银华广场,,均价 0元/平,山东路190号,40年,市北,青岛银华置业有限公司
2012年06月30日,联城海岸锦城,,均价 0元/平,海岸路2号,70年,市北,青岛联城海岸置业有限公司 
2013年03月26日,汇达丽苑,,均价 0元/平,延安三路192号,70年,市北,青岛汇达置业有限公司
2010年06月28日,石湾山庄二期,2011年12月31日,均价 2000万/套,崂山路89号,50年,崂山,青岛金桥投资发展有限公司
2017年09月01日,融创青岛湾琴湾,预计2020年06月,均价 0元/平,滨海公路以西、硅谷大道以东、温泉二路以南,70年,即墨,暂无信息
2015年11月11日,平度万科城,,均价 0元/平,平度市常州路、红旗路两侧,70年,平度,万科企业股份有限公司
"2006年10月31日,2006年10月31日",星火阳光四季,,均价 0元/平,灵海路127号（广州路与灵海路交汇处）,70年,黄岛,暂无信息
2017年03月21日,恒大悦珑台,预计2018年12月,均价 0元/平,麒麟路88号,70年,即墨,青岛豪洲置业有限公司
预计2017年09月,银盛泰博观一品,,均价 0元/平,中城路和崇阳路交界处,70年,城阳,暂无信息
"预计2015年12月,预计2015年12月,预计2015年12月,预计2015年12月",海尔云街,"预计2016年06月,预计2016年06月,预计2016年06月,预计2016年06月",均价 0元/平,重庆南路99号,40年,市北,无开发商
2016年03月20日,海信凤凰金岸花伴里,,均价 0元/平,珠江路21号（惠康医院西南侧800米）,70年,黄岛,青岛海信房地产股份有限公司
2014年08月24日,三盛国际海岸,2015年12月31日,均价 100万/套,岭海西路36号,70年,即墨,青岛海上置业有限公司
2014年11月30日,青特赫府,,均价 0元/平,青威路625号,70年,城阳,青岛青特华力置业有限公司
2016年11月20日,嶺海香澜郡,预计2017年07月,均价 0元/平,嶺海西路31号,70年,即墨,暂无信息
2012年06月30日,青岛华润中心,2015年05月31日,均价 0元/平,山东路6号乙,40年,市南,华润置地（山东）有限公司
预计2013年11月,海创一号街区,预计2014年04月,均价 0元/平,沧安路一号,40年,李沧,暂无信息
2015年07月02日,天一仁和豪庭,2016年12月30日,均价 0元/平,黄河三路169号,70年,即墨,青岛天一林峰房地产开发有限公司
2013年10月08日,瑞祥花园,2015年12月31日,均价 0元/平,纬45路77号,70年,胶州,青岛金鼎诚信置业有限公司
预计2013年11月,福慧嘉苑,2014年12月31日,均价 0元/平,金泉二路8号,70年,即墨,青岛合德置业有限公司
